AnstroemwinkelKern;Artikelgewicht;Ausstossdruck;Ausstossgeschw;BeschaedigungDuese;BeschaedigungEinzungzone;Blasenbildung;BrueckeTrichter;Darmeffekt;DichtigkeitAKKU;DichtigkeitWBK;Drosselventil;DuesenKernkombination;DuesenwerkzugAufNull;DurchhaengenKont;Extruderdruck;ExtruderRPM;Gardineneffekt;GegendruckAKKU;Heizzone1;Heizzone10;Heizzone11;Heizzone12;Heizzone13;Heizzone14;Heizzone2;Heizzone3;Heizzone4;KontaminationDuese;KontaminationExtruder;KontaminationKopf;Kratzer;MatFeuchtigkeit;MilichigKalterSchlauchWolken;RauchQualm;RegeneratAnteil;Regeneratqualitaet;Schlauchkrempeln;Schlauchlaengenschwankungen;SchlauchlaufGeradeauslauf;Schlierenbildung;Schmelzbruch;Taktzeit;TempDuese;TempDueseKopf;TempDueseKopfAussen;TempExtruder;TempExtrudereinfuellzone;TempExtrudereinzug;TempKopf;TempRohstoff;UntSchlauchlaengenMehrfachkoepfe;VerbrRohstoffDuese;VerunreinRohstoff;VorformlingGlaenzend;WDSAnfangEnde;WDSmanuell;WDSSpruenge;WDSzuDuenn;ZentrierungDuese
niO;iO;mittel;mittel;Nein;Nein;Ja;Ja;Ja;iO;iO;niO;iO;iO;Ja;mittel;mittel;Ja;mittel;hoch;mittel;niedrig;mittel;mittel;mittel;hoch;hoch;mittel;Nein;Nein;Nein;Nein;niO;Ja;Ja;niedrig;iO;Nein;Ja;Nein;Nein;Nein;hoch;niO;iO;iO;iO;iO;iO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Ja;Ja;Ja;Ja;niO;iO;iO;iO;iO;Ja;mittel;hoch;Nein;hoch;mittel;hoch;niedrig;hoch;hoch;hoch;mittel;mittel;hoch;Nein;Nein;Nein;Nein;iO;Ja;Nein;niedrig;iO;Ja;Ja;Ja;Nein;Nein;hoch;iO;iO;niO;niO;iO;niO;niO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Ja;Ja;niO
iO;zuschwer;mittel;hoch;Nein;Ja;Nein;Ja;Nein;iO;niO;niO;iO;iO;Ja;hoch;hoch;Nein;mittel;mittel;mittel;niedrig;mittel;niedrig;mittel;mittel;niedrig;mittel;Ja;Nein;Nein;Nein;niO;Ja;Nein;hoch;niO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;iO;iO;niO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;niO;iO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;iO;niO;Ja;mittel;hoch;Ja;mittel;mittel;mittel;hoch;mittel;hoch;niedrig;hoch;hoch;hoch;Nein;Nein;Nein;Nein;niO;Ja;Ja;hoch;niO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;iO;iO;iO;niO;iO;zuhoch;Nein;Ja;Ja;Nein;niO;niO;Ja;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;iO;iO;niO;iO;iO;Ja;mittel;hoch;Nein;mittel;hoch;hoch;mittel;hoch;mittel;hoch;niedrig;mittel;mittel;Nein;Nein;Nein;Nein;niO;Nein;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;niO;iO;niO;iO;iO;Ja;Nein;Nein;Nein;iO;niO;Ja;Ja;niO
niO;iO;mittel;niedrig;Ja;Nein;Nein;Ja;Ja;niO;iO;iO;niO;iO;Ja;mittel;hoch;Nein;mittel;hoch;mittel;hoch;hoch;hoch;niedrig;mittel;niedrig;niedrig;Ja;Nein;Nein;Nein;iO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;niO;iO;iO;zuhoch;Nein;Nein;Ja;Nein;niO;iO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Ja;Ja;Nein;Ja;niO;iO;iO;niO;iO;Ja;hoch;mittel;Nein;hoch;mittel;niedrig;niedrig;mittel;mittel;hoch;hoch;mittel;niedrig;Ja;Nein;Nein;Nein;niO;Ja;Nein;hoch;iO;Nein;Ja;Nein;Nein;Nein;hoch;iO;niO;niO;iO;iO;niO;iO;iO;Ja;Ja;Ja;Ja;iO;niO;Ja;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Nein;Nein;Ja;niO;iO;niO;niO;iO;Ja;hoch;mittel;Ja;mittel;niedrig;hoch;niedrig;hoch;mittel;hoch;mittel;mittel;niedrig;Nein;Ja;Nein;Nein;niO;Ja;Nein;hoch;niO;Nein;Ja;Ja;Nein;Nein;niedrig;iO;iO;iO;niO;iO;niO;iO;zuhoch;Nein;Nein;Ja;Nein;niO;niO;Ja;Ja;niO
iO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;iO;niO;iO;iO;Nein;hoch;niedrig;Ja;mittel;mittel;niedrig;niedrig;mittel;mittel;hoch;niedrig;mittel;hoch;Nein;Nein;Nein;Nein;niO;Ja;Ja;mittel;niO;Ja;Ja;Nein;Ja;Nein;hoch;iO;iO;iO;iO;iO;niO;iO;iO;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;niO;iO;iO;niO;iO;Ja;hoch;hoch;Nein;mittel;mittel;hoch;niedrig;mittel;mittel;mittel;hoch;hoch;hoch;Ja;Nein;Nein;Nein;niO;Ja;Nein;hoch;niO;Nein;Ja;Nein;Nein;Nein;hoch;iO;niO;niO;niO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;iO;iO;iO;iO;iO;Ja;mittel;mittel;Nein;mittel;hoch;mittel;mittel;mittel;hoch;niedrig;hoch;mittel;niedrig;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;niO;Nein;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;niO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Ja;Ja;iO
niO;iO;mittel;hoch;Ja;Nein;Ja;Ja;Ja;iO;iO;niO;iO;iO;Ja;mittel;hoch;Ja;hoch;niedrig;hoch;mittel;niedrig;mittel;mittel;hoch;mittel;hoch;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;niO;niO;iO;niO;niO;iO;iO;Ja;Nein;Ja;Nein;iO;niO;Nein;Nein;niO
niO;iO;mittel;mittel;Nein;Nein;Ja;Nein;Ja;niO;niO;niO;niO;iO;Ja;hoch;niedrig;Nein;mittel;mittel;hoch;hoch;niedrig;mittel;hoch;hoch;niedrig;hoch;Ja;Nein;Nein;Nein;iO;Ja;Nein;mittel;iO;Ja;Ja;Ja;Nein;Nein;hoch;iO;iO;iO;iO;niO;niO;iO;iO;Ja;Ja;Ja;Nein;niO;niO;Ja;Ja;niO
iO;iO;mittel;hoch;Ja;Nein;Nein;Nein;Nein;iO;niO;niO;iO;niO;Ja;mittel;hoch;Nein;mittel;hoch;hoch;mittel;mittel;hoch;mittel;hoch;hoch;hoch;Nein;Nein;Ja;Nein;niO;Ja;Ja;mittel;niO;Nein;Ja;Nein;Nein;Nein;niedrig;niO;iO;niO;iO;niO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Ja;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;iO;iO;iO;iO;iO;Ja;mittel;hoch;Nein;mittel;hoch;mittel;hoch;mittel;mittel;mittel;hoch;hoch;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Ja;Nein;Nein;Nein;Ja;hoch;iO;iO;iO;niO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;iO;niO;Ja;Nein;niO
iO;iO;mittel;mittel;Nein;Nein;Nein;Ja;Ja;iO;iO;iO;iO;iO;Ja;hoch;niedrig;Ja;mittel;hoch;hoch;niedrig;mittel;hoch;mittel;hoch;hoch;hoch;Nein;Nein;Ja;Nein;iO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;iO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;niO;iO;Ja;Ja;iO
niO;iO;niedrig;mittel;Nein;Nein;Nein;Ja;Ja;niO;iO;niO;iO;iO;Nein;mittel;hoch;Ja;mittel;mittel;mittel;niedrig;hoch;hoch;mittel;mittel;hoch;hoch;Ja;Nein;Ja;Nein;niO;Ja;Nein;niedrig;iO;Nein;Ja;Ja;Nein;Nein;mittel;niO;iO;niO;niO;niO;iO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;iO;iO;niO;iO;iO;Ja;niedrig;hoch;Nein;mittel;hoch;hoch;niedrig;hoch;hoch;niedrig;mittel;hoch;hoch;Nein;Nein;Nein;Nein;niO;Ja;Ja;niedrig;niO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;niO;niO;niO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;iO;Nein;Ja;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Nein;Nein;Nein;iO;iO;iO;iO;iO;Ja;niedrig;hoch;Ja;hoch;mittel;hoch;hoch;hoch;niedrig;hoch;hoch;hoch;niedrig;Nein;Nein;Ja;Nein;niO;Ja;Ja;mittel;iO;Nein;Nein;Ja;Ja;Nein;hoch;iO;niO;iO;iO;niO;niO;iO;iO;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Nein;iO;niO;niO;iO;iO;Ja;hoch;niedrig;Nein;hoch;hoch;niedrig;hoch;hoch;niedrig;hoch;mittel;hoch;hoch;Nein;Ja;Nein;Nein;niO;Ja;Nein;mittel;niO;Ja;Ja;Ja;Nein;Nein;niedrig;iO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Ja;Nein;Ja;Ja;iO;iO;niO;niO;iO;Ja;mittel;hoch;Nein;mittel;mittel;mittel;mittel;mittel;mittel;mittel;mittel;hoch;mittel;Nein;Ja;Nein;Ja;iO;Ja;Nein;niedrig;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
iO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;iO;iO;Ja;niedrig;hoch;Nein;mittel;mittel;mittel;mittel;hoch;mittel;niedrig;hoch;mittel;mittel;Nein;Nein;Nein;Ja;niO;Ja;Ja;hoch;niO;Ja;Ja;Ja;Nein;Nein;niedrig;iO;iO;niO;iO;iO;iO;iO;zuniedrig;Ja;Ja;Ja;Nein;iO;iO;Nein;Ja;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Nein;Nein;Ja;iO;iO;iO;iO;iO;Ja;mittel;hoch;Nein;mittel;mittel;mittel;niedrig;hoch;mittel;hoch;mittel;hoch;hoch;Ja;Ja;Nein;Nein;niO;Nein;Ja;mittel;iO;Ja;Ja;Nein;Nein;Ja;hoch;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Nein;Nein;Nein;iO;iO;Ja;Ja;niO
niO;zuleicht;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;niO;iO;iO;iO;Ja;mittel;hoch;Nein;niedrig;niedrig;hoch;hoch;niedrig;hoch;mittel;hoch;niedrig;niedrig;Nein;Nein;Nein;Ja;iO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;niO;niO;iO;iO;iO;Ja;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
niO;iO;mittel;mittel;Nein;Nein;Ja;Ja;Ja;niO;iO;iO;iO;iO;Ja;mittel;hoch;Ja;mittel;mittel;niedrig;hoch;hoch;mittel;mittel;hoch;mittel;niedrig;Nein;Nein;Nein;Ja;iO;Ja;Ja;hoch;iO;Ja;Nein;Ja;Nein;Nein;mittel;iO;iO;iO;iO;iO;iO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Ja;Nein;iO
niO;iO;mittel;niedrig;Ja;Nein;Nein;Ja;Ja;niO;niO;niO;iO;niO;Ja;hoch;hoch;Nein;mittel;mittel;mittel;niedrig;hoch;hoch;hoch;mittel;niedrig;mittel;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Ja;hoch;niO;iO;iO;niO;niO;iO;iO;iO;Ja;Nein;Ja;Nein;iO;iO;Ja;Ja;niO
niO;zuleicht;mittel;mittel;Nein;Nein;Nein;Ja;Ja;iO;iO;iO;niO;iO;Ja;mittel;niedrig;Nein;niedrig;mittel;niedrig;niedrig;mittel;hoch;mittel;hoch;hoch;mittel;Ja;Nein;Nein;Ja;niO;Ja;Ja;hoch;niO;Ja;Ja;Ja;Nein;Nein;mittel;niO;iO;niO;niO;iO;niO;iO;iO;Ja;Ja;Ja;Nein;niO;niO;Nein;Nein;iO
niO;zuschwer;mittel;mittel;Nein;Nein;Ja;Ja;Ja;niO;iO;iO;iO;iO;Ja;mittel;niedrig;Nein;mittel;mittel;mittel;niedrig;hoch;niedrig;hoch;mittel;hoch;mittel;Nein;Nein;Nein;Nein;niO;Ja;Nein;niedrig;niO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;iO;iO;iO;zuniedrig;Ja;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Ja;Ja;Nein;Ja;iO;iO;iO;iO;iO;Nein;hoch;niedrig;Nein;mittel;hoch;mittel;hoch;mittel;hoch;mittel;mittel;niedrig;hoch;Ja;Nein;Nein;Ja;niO;Ja;Nein;hoch;niO;Ja;Ja;Nein;Ja;Nein;hoch;iO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Ja;Ja;iO
iO;iO;mittel;hoch;Ja;Nein;Ja;Nein;Ja;niO;iO;niO;iO;niO;Ja;niedrig;mittel;Nein;mittel;mittel;hoch;mittel;mittel;hoch;niedrig;mittel;hoch;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;mittel;niO;Ja;Ja;Ja;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;iO;Ja;Ja;Ja;Nein;niO;iO;Nein;Ja;iO
niO;iO;hoch;mittel;Ja;Nein;Ja;Nein;Ja;niO;iO;niO;iO;iO;Nein;hoch;mittel;Nein;niedrig;mittel;hoch;mittel;hoch;mittel;mittel;hoch;mittel;niedrig;Ja;Nein;Nein;Nein;niO;Ja;Ja;hoch;niO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;niO;iO;Nein;Ja;iO
niO;iO;mittel;hoch;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;niO;iO;Ja;mittel;mittel;Ja;mittel;mittel;mittel;mittel;mittel;niedrig;hoch;niedrig;mittel;hoch;Ja;Nein;Nein;Nein;niO;Ja;Ja;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;niO;iO;iO;niO;iO;zuniedrig;Ja;Ja;Nein;Nein;niO;niO;Ja;Ja;iO
niO;zuleicht;hoch;mittel;Ja;Nein;Ja;Ja;Nein;niO;iO;iO;iO;iO;Ja;mittel;hoch;Nein;mittel;mittel;niedrig;mittel;mittel;hoch;niedrig;mittel;mittel;hoch;Ja;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;iO;niO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Nein;Nein;Nein;Ja;niO;niO;niO;niO;iO;Ja;niedrig;hoch;Nein;mittel;mittel;niedrig;hoch;niedrig;niedrig;mittel;hoch;hoch;hoch;Nein;Nein;Nein;Ja;iO;Nein;Nein;hoch;niO;Nein;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;iO;Nein;Nein;Ja;Nein;iO;niO;Ja;Ja;iO
iO;iO;mittel;mittel;Ja;Ja;Ja;Ja;Ja;iO;iO;niO;iO;iO;Nein;mittel;hoch;Nein;mittel;hoch;hoch;niedrig;mittel;hoch;mittel;niedrig;hoch;niedrig;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;niO;iO;niO;niO;zuhoch;Ja;Nein;Ja;Nein;niO;iO;Nein;Ja;iO
niO;zuleicht;hoch;mittel;Ja;Nein;Ja;Nein;Ja;iO;iO;niO;niO;iO;Ja;niedrig;hoch;Nein;niedrig;hoch;mittel;mittel;mittel;hoch;mittel;mittel;hoch;mittel;Ja;Ja;Nein;Nein;niO;Nein;Nein;mittel;niO;Nein;Ja;Nein;Nein;Nein;niedrig;niO;niO;iO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;niO;niO;Nein;Nein;niO
niO;iO;mittel;mittel;Nein;Ja;Ja;Ja;Ja;niO;iO;niO;iO;iO;Nein;mittel;hoch;Nein;mittel;mittel;mittel;hoch;mittel;hoch;mittel;mittel;niedrig;hoch;Nein;Nein;Ja;Ja;niO;Ja;Nein;mittel;iO;Nein;Ja;Ja;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuniedrig;Ja;Ja;Ja;Nein;iO;iO;Nein;Ja;niO
iO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;niO;iO;iO;niO;iO;Ja;niedrig;niedrig;Nein;mittel;mittel;mittel;niedrig;hoch;hoch;mittel;hoch;mittel;hoch;Nein;Nein;Ja;Nein;niO;Nein;Nein;hoch;niO;Ja;Nein;Nein;Nein;Nein;hoch;iO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;iO
niO;zuleicht;mittel;mittel;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;iO;iO;Nein;mittel;mittel;Nein;mittel;hoch;mittel;hoch;niedrig;hoch;mittel;hoch;hoch;hoch;Nein;Nein;Nein;Nein;iO;Ja;Nein;niedrig;iO;Ja;Ja;Ja;Nein;Nein;hoch;iO;iO;niO;iO;iO;iO;iO;zuniedrig;Ja;Nein;Ja;Nein;iO;iO;Nein;Nein;niO
niO;iO;hoch;mittel;Nein;Nein;Ja;Ja;Ja;iO;iO;niO;iO;iO;Ja;mittel;hoch;Nein;hoch;hoch;niedrig;mittel;mittel;hoch;hoch;hoch;niedrig;niedrig;Ja;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Nein;Nein;Nein;Nein;mittel;iO;iO;niO;niO;iO;niO;iO;iO;Ja;Nein;Ja;Nein;iO;niO;Ja;Ja;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Nein;Ja;Nein;niO;niO;niO;iO;iO;Nein;mittel;hoch;Nein;mittel;hoch;mittel;niedrig;niedrig;hoch;mittel;hoch;mittel;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;niO;Ja;Ja;Ja;Nein;Nein;niedrig;iO;iO;niO;niO;iO;niO;niO;zuniedrig;Ja;Nein;Ja;Nein;niO;iO;Ja;Nein;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Nein;Ja;Ja;iO;iO;niO;iO;iO;Nein;niedrig;hoch;Ja;mittel;mittel;mittel;niedrig;hoch;hoch;mittel;mittel;hoch;niedrig;Nein;Nein;Nein;Nein;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Ja;Nein;Nein;Ja;niO;iO;iO;niO;iO;Ja;mittel;niedrig;Nein;mittel;mittel;mittel;mittel;mittel;niedrig;niedrig;mittel;mittel;hoch;Nein;Nein;Ja;Nein;niO;Nein;Nein;hoch;niO;Ja;Nein;Nein;Ja;Nein;mittel;niO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;niO;iO;iO;niO;Ja;mittel;mittel;Nein;mittel;mittel;mittel;mittel;mittel;hoch;niedrig;niedrig;niedrig;mittel;Ja;Nein;Nein;Ja;iO;Ja;Nein;mittel;niO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;iO;niO;iO;iO;zuniedrig;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Ja;Ja;Ja;Ja;niO;iO;iO;niO;iO;Ja;mittel;hoch;Ja;mittel;mittel;mittel;hoch;hoch;mittel;mittel;hoch;mittel;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;mittel;iO;Ja;Ja;Ja;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
iO;zuschwer;mittel;mittel;Ja;Nein;Nein;Ja;Ja;iO;iO;iO;niO;iO;Ja;mittel;mittel;Nein;niedrig;mittel;mittel;hoch;hoch;niedrig;mittel;mittel;hoch;hoch;Ja;Nein;Nein;Ja;iO;Ja;Nein;hoch;iO;Nein;Ja;Ja;Nein;Nein;hoch;iO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Ja;iO;niO;Ja;Nein;iO
iO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;niO;niO;niO;iO;Ja;niedrig;niedrig;Nein;mittel;mittel;hoch;hoch;mittel;mittel;hoch;hoch;mittel;mittel;Nein;Nein;Nein;Nein;niO;Ja;Ja;mittel;iO;Ja;Nein;Ja;Ja;Ja;mittel;niO;iO;iO;niO;iO;niO;iO;zuhoch;Ja;Nein;Nein;Nein;niO;niO;Ja;Ja;iO
iO;zuschwer;mittel;hoch;Ja;Ja;Nein;Ja;Ja;niO;iO;iO;iO;niO;Nein;mittel;niedrig;Nein;mittel;mittel;mittel;niedrig;mittel;hoch;mittel;mittel;hoch;niedrig;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Ja;niO;iO;Nein;Ja;iO
niO;zuleicht;mittel;hoch;Ja;Nein;Ja;Nein;Ja;niO;iO;iO;iO;iO;Ja;niedrig;hoch;Nein;mittel;hoch;mittel;hoch;hoch;hoch;mittel;mittel;mittel;mittel;Nein;Nein;Nein;Ja;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Ja;Ja;hoch;niO;iO;niO;iO;iO;iO;iO;iO;Ja;Nein;Ja;Ja;niO;niO;Ja;Ja;iO
iO;iO;mittel;hoch;Ja;Nein;Ja;Nein;Ja;iO;niO;iO;niO;iO;Ja;mittel;hoch;Nein;mittel;mittel;niedrig;hoch;mittel;niedrig;niedrig;mittel;hoch;hoch;Ja;Ja;Nein;Ja;niO;Ja;Nein;mittel;niO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;iO;iO;niO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Nein;Nein;Nein;Nein;Ja;niO;iO;iO;iO;iO;Nein;hoch;hoch;Nein;mittel;mittel;mittel;hoch;niedrig;hoch;hoch;mittel;mittel;mittel;Ja;Nein;Nein;Ja;iO;Ja;Ja;mittel;niO;Ja;Nein;Ja;Ja;Nein;mittel;niO;iO;niO;iO;niO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;iO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;iO;iO;niO;iO;iO;Ja;mittel;hoch;Nein;hoch;mittel;mittel;niedrig;mittel;hoch;mittel;mittel;hoch;hoch;Ja;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Nein;Ja;Nein;Nein;Nein;mittel;niO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;niO;iO;Nein;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Ja;Nein;Ja;Nein;iO;iO;iO;iO;iO;Ja;hoch;hoch;Nein;mittel;mittel;mittel;hoch;mittel;hoch;mittel;mittel;mittel;niedrig;Ja;Nein;Ja;Nein;niO;Nein;Nein;hoch;niO;Nein;Ja;Nein;Nein;Nein;mittel;iO;iO;iO;iO;iO;iO;niO;zuniedrig;Ja;Nein;Nein;Nein;iO;iO;Ja;Ja;iO
iO;iO;mittel;hoch;Ja;Nein;Ja;Nein;Ja;niO;iO;niO;iO;iO;Ja;mittel;hoch;Nein;mittel;mittel;hoch;niedrig;niedrig;niedrig;mittel;niedrig;hoch;niedrig;Nein;Ja;Nein;Ja;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Ja;hoch;iO;niO;niO;iO;iO;niO;iO;iO;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Nein;niO;iO;niO;niO;niO;Ja;mittel;hoch;Nein;mittel;mittel;hoch;hoch;niedrig;mittel;mittel;hoch;niedrig;hoch;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;niO;Nein;Ja;Ja;Nein;Nein;hoch;iO;iO;niO;niO;iO;niO;niO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Ja;Ja;niO
niO;iO;mittel;mittel;Nein;Nein;Nein;Nein;Ja;iO;iO;niO;niO;iO;Ja;hoch;hoch;Nein;mittel;mittel;mittel;niedrig;mittel;niedrig;niedrig;hoch;niedrig;hoch;Ja;Nein;Nein;Nein;niO;Ja;Ja;mittel;niO;Ja;Ja;Nein;Nein;Nein;niedrig;niO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
niO;zuleicht;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;iO;iO;niO;niO;Nein;hoch;hoch;Ja;mittel;hoch;niedrig;hoch;hoch;mittel;hoch;hoch;mittel;niedrig;Ja;Nein;Nein;Nein;iO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;mittel;niO;niO;niO;niO;iO;iO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;iO
iO;iO;mittel;niedrig;Ja;Nein;Ja;Ja;Ja;iO;niO;iO;iO;iO;Ja;mittel;niedrig;Ja;hoch;hoch;mittel;hoch;niedrig;mittel;niedrig;mittel;hoch;mittel;Ja;Nein;Nein;Ja;niO;Nein;Nein;hoch;niO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;iO;iO;niO;niO;iO;zuniedrig;Ja;Ja;Nein;Nein;iO;iO;Nein;Ja;niO
niO;iO;hoch;hoch;Nein;Nein;Ja;Ja;Nein;niO;iO;niO;niO;iO;Nein;niedrig;hoch;Nein;hoch;mittel;mittel;mittel;hoch;hoch;hoch;hoch;niedrig;niedrig;Nein;Ja;Nein;Nein;niO;Nein;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;iO;niO;Ja;Ja;niO
